State ,City,Location,Month,Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,RainFall,CropType
Washington,Renton,47°29′N 122°11′W / 47.48°N 122.19°W,June,66,61,65,66.6237896,67,4,47.6,muskmelon
Florida,Davie,26°05′N 80°17′W / 26.08°N 80.28°W,June,91,43,51,55.38971389,69,3,123.8,pomegranate
California,Rialto,34°07′N 117°23′W / 34.12°N 117.39°W,June,65,47,57,64.19030718,80,7,75.3,apple
Colorado,Boulder,40°01′N 105°15′W / 40.02°N 105.25°W,June,81,43,41,77.28532127,75,4,66.5,pomegranate
Indiana,South Bend,41°41′N 86°16′W / 41.68°N 86.27°W,June,69,61,50,59.96254132,70,5,75.2,papaya
New Jersey,Woodbridge,40°34′N 74°17′W / 40.56°N 74.29°W,June,89,48,44,72.08019451,66,4,94.3,pomegranate
California,Vacaville,38°22′N 121°58′W / 38.36°N 121.97°W,June,69,48,82,65.06376548,72,3,68.1,kidneybeans
Texas,Wichita Falls,33°55′N 98°32′W / 33.91°N 98.53°W,June,78,70,42,74.21847982,78,8,140.3,maize
Missouri,Lee's Summit,38°55′N 94°23′W / 38.92°N 94.38°W,June,85,44,70,78.27894973,80,4,65.3,grapes
Texas,Edinburg,26°19′N 98°10′W / 26.32°N 98.16°W,June,84,81,82,69.3257524,73,6,123.8,banana
California,Chico,39°46′N 121°49′W / 39.76°N 121.82°W,June,84,55,41,79.182585,77,8,112.2,jute
California,San Mateo,37°34′N 122°19′W / 37.56°N 122.31°W,June,75,51,65,59.76743605,71,7,112.4,orange
Oregon,Bend,44°04′N 121°19′W / 44.06°N 121.31°W,June,70,67,76,54.35555531,75,6,75,mothbeans
Arizona,Goodyear,33°15′N 112°22′W / 33.25°N 112.37°W,June,86,49,53,61.37581376,81,8,121,maize
Arizona,Buckeye,33°26′N 112°38′W / 33.43°N 112.64°W,June,75,62,84,61.69402954,70,8,46.8,chickpea
California,Daly City,37°41′N 122°28′W / 37.69°N 122.47°W,June,66,72,81,67.11639419,84,3,65.2,cotton
Indiana,Fishers,39°58′N 85°58′W / 39.96°N 85.97°W,June,93,50,43,74.90934838,73,7,133.8,pigeonpeas
Massachusetts,Quincy,42°16′N 71°01′W / 42.26°N 71.01°W,June,72,59,49,64.26821631,68,7,55.4,pomegranate
Iowa,Davenport,41°34′N 90°36′W / 41.56°N 90.60°W,June,79,78,42,55.5378974,77,6,87.4,chickpea
California,Hesperia,34°24′N 117°19′W / 34.40°N 117.32°W,June,84,51,57,67.83404154,78,4,135.1,orange
Massachusetts,New Bedford,41°40′N 70°56′W / 41.66°N 70.94°W,June,73,51,48,48.37956258,67,5,66,watermelon
Massachusetts,Lynn,42°28′N 70°58′W / 42.47°N 70.96°W,June,65,82,45,61.89485177,85,3,64.6,mothbeans
Indiana,Carmel,39°58′N 86°09′W / 39.97°N 86.15°W,June,83,78,60,77.06306869,65,4,65.5,apple
Colorado,Longmont,40°10′N 105°06′W / 40.17°N 105.10°W,June,65,58,64,51.49248457,75,5,90.1,mango
Alabama,Tuscaloosa,33°14′N 87°32′W / 33.23°N 87.53°W,June,87,60,65,63.09892753,73,4,141.9,maize
California,Norwalk,33°55′N 118°05′W / 33.91°N 118.08°W,July,73,41,68,61.20965677,78,5,90.2,muskmelon
New York,New York,40°40′N 73°56′W / 40.66°N 73.94°W,July,81,45,85,52.68992984,69,5,54.8,papaya
California,Los Angeles,34°01′N 118°25′W / 34.02°N 118.41°W,July,92,85,62,74.4364435,66,8,45,mungbean
Illinois,Chicago,41°50′N 87°41′W / 41.84°N 87.68°W,July,65,45,68,67.46980084,84,7,149.2,blackgram
Texas,Houston,29°47′N 95°23′W / 29.79°N 95.39°W,July,80,63,80,72.95949119,84,3,137.8,rice
Arizona,Phoenix,33°34′N 112°05′W / 33.57°N 112.09°W,July,79,56,61,78.226223,78,3,88.6,grapes
Pennsylvania,Philadelphia,40°01′N 75°08′W / 40.01°N 75.13°W,July,69,52,75,62.86996437,85,3,129.2,chickpea
Texas,San Antonio,29°28′N 98°31′W / 29.46°N 98.52°W,July,77,51,63,72.51558894,71,7,97.2,mango
California,San Diego,32°49′N 117°08′W / 32.81°N 117.14°W,July,74,62,41,52.41819877,77,4,51.3,cotton
Texas,Dallas,32°47′N 96°46′W / 32.79°N 96.77°W,July,92,80,56,62.59766823,79,5,61.5,rice
California,San Jose,37°18′N 121°49′W / 37.30°N 121.81°W,July,79,67,79,65.98124252,67,8,67.7,watermelon
Texas,Austin,30°18′N 97°45′W / 30.30°N 97.75°W,July,84,54,75,62.90757973,72,4,127.8,grapes
Florida,Jacksonville,30°20′N 81°40′W / 30.34°N 81.66°W,July,78,46,59,55.92862609,68,7,42.7,banana
Texas,Fort Worth,32°47′N 97°21′W / 32.78°N 97.35°W,July,73,48,50,67.19430774,76,7,129.5,blackgram
Ohio,Columbus,39°59′N 82°59′W / 39.99°N 82.99°W,July,84,78,70,51.0923927,71,5,74.1,cotton
Indiana,Indianapolis,39°47′N 86°09′W / 39.78°N 86.15°W,July,88,82,40,75.61916441,85,8,48.2,lentil
North Carolina,Charlotte,35°13′N 80°50′W / 35.21°N 80.83°W,July,66,43,40,73.83295057,85,4,100.4,chickpea
California,San Francisco,37°44′N 123°02′W / 37.73°N 123.03°W,July,69,69,47,70.53765438,65,6,66.6,papaya
Washington,Seattle,47°37′N 122°21′W / 47.62°N 122.35°W,July,74,65,57,53.12802197,69,4,65.9,blackgram
Colorado,Denver,39°46′N 104°53′W / 39.76°N 104.88°W,July,73,64,72,68.42227821,71,5,130.7,papaya
Oklahoma,Oklahoma City,35°28′N 97°31′W / 35.47°N 97.51°W,July,84,72,43,67.60871604,70,3,147.8,lentil
Tennessee,Nashville,36°10′N 86°47′W / 36.17°N 86.79°W,July,86,43,72,75.054784,74,4,136.3,blackgram
Texas,El Paso,31°51′N 106°26′W / 31.85°N 106.43°W,July,69,56,84,54.02514935,75,4,63.4,lentil
District of Columbia,Washington,38°54′N 77°01′W / 38.90°N 77.02°W,July,85,77,72,60.9656223,73,5,96.3,mothbeans
Massachusetts,Boston,42°20′N 71°01′W / 42.34°N 71.02°W,July,86,56,79,74.52438028,73,3,70.8,papaya
Nevada,Las Vegas,36°14′N 115°16′W / 36.23°N 115.26°W,July,74,57,58,49.19577696,81,7,71.6,mungbean
Oregon,Portland,45°32′N 122°39′W / 45.54°N 122.65°W,July,73,49,73,60.3637235,77,8,73.3,mungbean
Michigan,Detroit,42°23′N 83°06′W / 42.38°N 83.10°W,July,89,56,57,70.87310086,74,3,90.8,muskmelon
Kentucky,Louisville,38°10′N 85°39′W / 38.17°N 85.65°W,July,92,69,84,75.17677461,72,7,45.4,kidneybeans
Tennessee,Memphis,35°07′N 89°58′W / 35.11°N 89.97°W,July,79,80,84,45.66259921,74,4,111.6,orange
Maryland,Baltimore,39°18′N 76°37′W / 39.30°N 76.61°W,July,65,64,48,79.19483327,85,7,79.7,jute
Wisconsin,Milwaukee,43°04′N 87°58′W / 43.06°N 87.97°W,July,74,83,52,59.17381021,71,8,115.7,kidneybeans
New Mexico,Albuquerque,35°06′N 106°39′W / 35.10°N 106.65°W,July,73,73,50,53.95177098,82,4,107.8,kidneybeans
California,Fresno,36°47′N 119°47′W / 36.78°N 119.79°W,July,70,61,63,46.190673,71,4,105.9,muskmelon
Arizona,Tucson,32°09′N 110°52′W / 32.15°N 110.87°W,July,67,49,49,52.12982999,74,7,126.3,orange
California,Sacramento,38°34′N 121°28′W / 38.57°N 121.47°W,July,93,85,47,56.60223879,71,5,65.2,chickpea
Arizona,Mesa,33°24′N 111°43′W / 33.40°N 111.72°W,July,83,79,76,47.93925154,83,4,81.6,mothbeans
Missouri,Kansas City,39°07′N 94°34′W / 39.12°N 94.56°W,July,83,40,58,67.49499524,77,3,44.9,orange
Georgia,Atlanta,33°46′N 84°25′W / 33.76°N 84.42°W,July,79,74,42,64.2340417,78,7,95.5,lentil
Nebraska,Omaha,41°16′N 96°03′W / 41.26°N 96.05°W,July,83,58,54,64.58381286,67,8,61.8,cotton
Colorado,Colorado Springs,38°52′N 104°46′W / 38.87°N 104.76°W,July,82,57,72,62.57959397,84,7,126.5,rice
North Carolina,Raleigh,35°50′N 78°38′W / 35.83°N 78.64°W,July,82,51,75,66.93143912,76,8,85.2,mango
Virginia,Virginia Beach,36°47′N 76°02′W / 36.78°N 76.03°W,July,69,76,69,58.92258123,75,4,91.8,orange
California,Long Beach,33°47′N 118°10′W / 33.78°N 118.17°W,July,75,74,77,59.38864651,83,7,140.6,banana
Florida,Miami,25°47′N 80°13′W / 25.78°N 80.21°W,July,83,57,47,52.16171896,72,7,125.9,muskmelon
California,Oakland,37°46′N 122°14′W / 37.77°N 122.23°W,July,66,69,52,47.32982613,67,3,117.4,mungbean
Minnesota,Minneapolis,44°58′N 93°16′W / 44.96°N 93.27°W,July,90,42,65,56.6536197,80,7,127,lentil
Oklahoma,Tulsa,36°08′N 95°54′W / 36.13°N 95.90°W,July,87,57,43,61.78239753,71,5,77.2,watermelon
California,Bakersfield,35°21′N 119°02′W / 35.35°N 119.04°W,July,67,45,55,63.41781422,80,8,86.9,orange
Kansas,Wichita,37°41′N 97°21′W / 37.69°N 97.35°W,July,77,73,63,53.29503084,70,7,116.3,papaya
Texas,Arlington,32°42′N 97°07′W / 32.70°N 97.12°W,July,85,52,64,76.8751417,76,6,76.5,apple
Colorado,Aurora,39°42′N 104°43′W / 39.70°N 104.72°W,July,89,51,64,70.50855318,79,7,51.9,mungbean
Florida,Tampa,27°58′N 82°28′W / 27.97°N 82.47°W,July,83,52,44,50.78162672,75,7,123.1,watermelon
Louisiana,New Orleans,30°03′N 89°56′W / 30.05°N 89.93°W,July,93,53,67,63.40883411,74,7,51.8,banana
Ohio,Cleveland,41°29′N 81°41′W / 41.48°N 81.68°W,July,77,57,64,79.70552825,74,4,106.2,rice
California,Anaheim,33°52′N 117°46′W / 33.86°N 117.76°W,July,80,62,40,63.27546679,83,6,54.5,banana
Hawaii,Honolulu,21°19′N 157°51′W / 21.32°N 157.85°W,July,71,45,42,65.41945263,79,3,116.9,grapes
Nevada,Henderson,36°01′N 115°02′W / 36.01°N 115.04°W,July,66,41,64,47.86146211,81,6,132.5,blackgram
California,Stockton,37°59′N 121°19′W / 37.98°N 121.31°W,July,93,78,83,69.89502884,72,4,60.2,pomegranate
Kentucky,Lexington,38°02′N 84°28′W / 38.04°N 84.46°W,July,72,55,55,70.90342037,65,3,137,mothbeans
Texas,Corpus Christi,27°45′N 97°10′W / 27.75°N 97.17°W,July,68,76,46,56.95457076,74,7,98,kidneybeans
California,Riverside,33°56′N 117°23′W / 33.94°N 117.39°W,July,67,45,46,50.4988587,80,7,71.6,muskmelon
California,Santa Ana,33°44′N 117°53′W / 33.74°N 117.88°W,July,78,65,71,47.88224071,74,4,101.1,maize
Florida,Orlando,28°25′N 81°15′W / 28.41°N 81.25°W,July,91,59,45,61.34399381,81,5,83.3,chickpea
California,Irvine,33°41′N 117°46′W / 33.68°N 117.77°W,July,67,56,48,61.57160468,75,8,109.8,chickpea
Ohio,Cincinnati,39°08′N 84°31′W / 39.14°N 84.51°W,July,86,54,62,64.11823635,80,7,85.2,kidneybeans
New Jersey,Newark,40°43′N 74°10′W / 40.72°N 74.17°W,July,86,82,40,65.69855195,85,5,101.1,kidneybeans
Minnesota,Saint Paul,44°57′N 93°06′W / 44.95°N 93.10°W,July,87,68,55,58.71311546,76,8,50.3,mungbean
Pennsylvania,Pittsburgh,40°26′N 79°59′W / 40.44°N 79.98°W,July,79,78,53,64.8533809,74,5,113.3,mothbeans
North Carolina,Greensboro,36°06′N 79°50′W / 36.10°N 79.83°W,July,83,67,66,47.66894067,84,8,147.9,watermelon
Missouri,St. Louis,38°38′N 90°14′W / 38.64°N 90.24°W,July,85,65,63,58.07143495,76,3,75.2,grapes
Nebraska,Lincoln,40°49′N 96°41′W / 40.81°N 96.68°W,July,73,40,61,63.74664456,80,6,120,kidneybeans
Texas,Plano,33°03′N 96°45′W / 33.05°N 96.75°W,July,88,77,68,51.20961314,73,5,120.2,papaya
Alaska,Anchorage,61°10′N 149°17′W / 61.17°N 149.28°W,July,72,49,56,46.98505339,70,5,73.8,papaya
North Carolina,Durham,35°59′N 78°54′W / 35.98°N 78.90°W,July,72,69,57,64.24176093,83,8,52.3,blackgram
New Jersey,Jersey City,40°43′N 74°04′W / 40.71°N 74.06°W,July,73,60,59,51.14170437,75,3,74.5,cotton
Arizona,Chandler,33°17′N 111°51′W / 33.28°N 111.85°W,July,69,74,54,76.18500456,80,3,68,watermelon
California,Chula Vista,32°38′N 117°01′W / 32.63°N 117.02°W,July,83,82,70,65.61840859,78,4,49.5,orange
New York,Buffalo,42°53′N 78°52′W / 42.89°N 78.86°W,July,93,68,43,54.61268335,71,3,69,banana
Nevada,North Las Vegas,36°17′N 115°05′W / 36.28°N 115.09°W,July,93,44,63,77.35426306,76,7,42.8,cotton
Arizona,Gilbert,33°19′N 111°44′W / 33.31°N 111.74°W,July,73,82,46,60.51298278,85,7,94.6,watermelon
Wisconsin,Madison,43°05′N 89°26′W / 43.09°N 89.43°W,July,74,72,44,79.69403076,73,6,146.2,lentil
Nevada,Reno,39°33′N 119°51′W / 39.55°N 119.85°W,July,74,69,59,72.79301971,68,3,115.3,jute
Ohio,Toledo,41°40′N 83°35′W / 41.66°N 83.58°W,July,74,51,48,78.48565361,73,7,69.4,chickpea
Indiana,Fort Wayne,41°05′N 85°08′W / 41.09°N 85.14°W,July,74,70,66,56.79982384,85,6,111.4,jute
Texas,Lubbock,33°34′N 101°53′W / 33.57°N 101.89°W,July,87,82,52,63.01192462,69,6,132.4,blackgram
Florida,St. Petersburg,27°46′N 82°38′W / 27.77°N 82.64°W,July,77,85,52,45.95226277,73,8,68.3,maize
Texas,Laredo,27°34′N 99°29′W / 27.56°N 99.49°W,July,77,41,52,74.93802485,68,5,124.3,mothbeans
Texas,Irving,32°52′N 96°58′W / 32.86°N 96.97°W,July,82,60,70,66.78374163,72,7,109.9,mango
Virginia,Chesapeake,36°41′N 76°18′W / 36.68°N 76.30°W,July,87,54,72,56.15774077,80,3,98.9,jute
North Carolina,Winston–Salem,36°06′N 80°16′W / 36.10°N 80.26°W,July,93,69,59,61.52918034,69,5,59.7,kidneybeans
Arizona,Glendale,33°32′N 112°11′W / 33.53°N 112.19°W,July,84,59,48,64.89177369,73,6,142.8,papaya
Arizona,Scottsdale,33°41′N 111°52′W / 33.68°N 111.86°W,July,85,67,62,72.64398997,78,8,112.6,mothbeans
Texas,Garland,32°55′N 96°38′W / 32.91°N 96.63°W,July,89,62,75,64.38257668,69,6,79.5,maize
Idaho,Boise,43°36′N 116°14′W / 43.60°N 116.23°W,July,72,72,65,60.20708798,84,7,65.4,pigeonpeas
Virginia,Norfolk,36°55′N 76°14′W / 36.92°N 76.24°W,July,86,76,79,77.54416362,84,5,131.4,mungbean
Washington,Spokane,47°40′N 117°26′W / 47.67°N 117.43°W,July,90,81,63,46.78817641,77,5,110.3,grapes
California,Fremont,37°29′N 121°56′W / 37.49°N 121.94°W,July,81,40,59,65.5191452,70,5,103.4,mango
Virginia,Richmond,37°32′N 77°29′W / 37.53°N 77.48°W,July,92,81,78,74.87087247,80,5,79.4,mothbeans
California,Santa Clarita,34°25′N 118°29′W / 34.41°N 118.49°W,July,78,66,79,55.04540446,75,8,111,kidneybeans
California,San Bernardino,34°08′N 117°17′W / 34.14°N 117.29°W,July,87,42,42,62.279489,73,5,58.2,papaya
Louisiana,Baton Rouge,30°26′N 91°08′W / 30.44°N 91.13°W,July,75,62,48,72.86996254,81,8,71.4,mothbeans
Florida,Hialeah,25°52′N 80°18′W / 25.87°N 80.30°W,July,81,80,63,57.97306381,68,8,144.2,pomegranate
Washington,Tacoma,47°15′N 122°28′W / 47.25°N 122.46°W,July,74,73,79,76.75383957,67,3,147,mango
California,Modesto,37°38′N 121°00′W / 37.64°N 121.00°W,July,76,66,41,73.20286545,78,4,122.8,muskmelon
Florida,Port St. Lucie,27°17′N 80°23′W / 27.28°N 80.39°W,July,92,78,78,65.29396817,79,3,99.4,muskmelon
Alabama,Huntsville,34°47′N 86°32′W / 34.78°N 86.53°W,July,66,68,77,71.26879239,79,5,47.4,pomegranate
Iowa,Des Moines,41°34′N 93°37′W / 41.57°N 93.61°W,July,68,58,63,51.96439995,65,7,52.7,papaya
California,Moreno Valley,33°55′N 117°13′W / 33.92°N 117.21°W,July,65,79,45,73.4214745,72,5,43.4,maize
California,Fontana,34°07′N 117°28′W / 34.11°N 117.46°W,July,69,78,81,49.1043461,82,8,107.4,rice
Texas,Frisco,33°10′N 96°49′W / 33.16°N 96.82°W,July,74,51,60,70.73253816,71,7,131.3,pomegranate
New York,Rochester,43°10′N 77°37′W / 43.17°N 77.62°W,July,76,78,60,45.8664812,76,3,96.2,maize
New York,Yonkers,40°57′N 73°52′W / 40.95°N 73.87°W,July,72,43,67,58.67455966,76,5,49.1,pigeonpeas
North Carolina,Fayetteville,35°05′N 78°58′W / 35.08°N 78.97°W,July,79,83,78,75.72407351,65,5,78.6,muskmelon
Massachusetts,Worcester,42°16′N 71°49′W / 42.27°N 71.81°W,July,69,80,41,47.90694274,79,6,100.9,muskmelon
Georgia,Columbus,32°31′N 84°52′W / 32.51°N 84.87°W,July,92,52,83,74.48942079,69,4,101.9,muskmelon
Florida,Cape Coral,26°39′N 81°59′W / 26.65°N 81.99°W,July,84,83,66,52.69631376,82,7,121.5,mothbeans
Texas,McKinney,33°12′N 96°40′W / 33.20°N 96.66°W,July,73,80,44,71.71430716,78,3,138.5,blackgram
Arkansas,Little Rock,34°43′N 92°22′W / 34.72°N 92.36°W,July,67,83,40,67.90311693,85,5,116.9,blackgram
California,Oxnard,34°12′N 119°13′W / 34.20°N 119.21°W,July,84,73,50,69.6712857,67,3,59.1,apple
Texas,Amarillo,35°12′N 101°50′W / 35.20°N 101.83°W,July,92,80,66,57.79291002,68,5,51,mothbeans
Georgia,Augusta,33°22′N 82°04′W / 33.37°N 82.07°W,July,74,85,53,76.82695937,82,4,121.1,cotton
Utah,Salt Lake City,40°47′N 111°56′W / 40.78°N 111.93°W,July,68,79,80,73.65580088,77,5,62.8,mothbeans
Alabama,Montgomery,32°21′N 86°16′W / 32.35°N 86.27°W,July,82,72,63,58.73272216,66,7,106.7,papaya
Alabama,Birmingham,33°32′N 86°48′W / 33.53°N 86.80°W,July,91,53,54,57.62902227,73,4,51.1,rice
Michigan,Grand Rapids,42°58′N 85°40′W / 42.96°N 85.66°W,July,86,73,80,79.17162392,83,7,141.7,grapes
Texas,Grand Prairie,32°41′N 97°01′W / 32.69°N 97.02°W,July,68,76,61,66.03507807,74,5,127.6,grapes
Kansas,Overland Park,38°53′N 94°41′W / 38.89°N 94.69°W,July,83,80,73,72.31060247,69,5,42.1,mothbeans
Florida,Tallahassee,30°28′N 84°15′W / 30.46°N 84.25°W,July,82,73,49,64.75932012,75,5,44.3,rice
California,Huntington Beach,33°42′N 118°00′W / 33.70°N 118.00°W,July,75,63,58,48.80891659,66,4,49.2,grapes
South Dakota,Sioux Falls,43°32′N 96°44′W / 43.54°N 96.73°W,July,90,40,71,46.7060924,77,4,113.8,jute
Arizona,Peoria,33°47′N 112°19′W / 33.79°N 112.31°W,July,82,64,46,49.90013072,70,8,144.9,pomegranate
Tennessee,Knoxville,35°58′N 83°57′W / 35.97°N 83.95°W,July,69,51,73,52.09001703,73,6,135.7,lentil
California,Glendale,34°11′N 118°15′W / 34.18°N 118.25°W,July,65,55,85,75.61464212,70,7,92.3,blackgram
Washington,Vancouver,45°38′N 122°36′W / 45.64°N 122.60°W,July,84,57,65,62.22073828,77,5,98.2,grapes
Rhode Island,Providence,41°49′N 71°25′W / 41.82°N 71.42°W,July,82,70,51,75.40422605,69,3,132.8,apple
Ohio,Akron,41°05′N 81°31′W / 41.08°N 81.52°W,July,92,79,52,71.78609478,77,5,69.3,muskmelon
Texas,Brownsville,26°00′N 97°27′W / 26.00°N 97.45°W,July,76,47,43,58.60990085,73,7,122.2,muskmelon
Alabama,Mobile,30°40′N 88°06′W / 30.67°N 88.10°W,July,67,65,68,73.19465404,77,4,45.9,muskmelon
Virginia,Newport News,37°05′N 76°31′W / 37.08°N 76.52°W,July,82,82,47,63.80546565,66,5,81.2,apple
Arizona,Tempe,33°23′N 111°56′W / 33.39°N 111.93°W,July,92,84,60,64.78989262,76,5,69.2,kidneybeans
Louisiana,Shreveport,32°28′N 93°47′W / 32.47°N 93.79°W,July,82,54,64,47.23201208,73,8,96.4,papaya
Tennessee,Chattanooga,35°04′N 85°15′W / 35.07°N 85.25°W,July,81,77,42,66.95471702,72,7,138.9,maize
Florida,Fort Lauderdale,26°08′N 80°09′W / 26.14°N 80.15°W,July,93,47,58,61.45231723,75,4,60.7,apple
Illinois,Aurora,41°46′N 88°17′W / 41.76°N 88.29°W,July,72,49,76,73.56322473,79,3,49.2,mungbean
California,Elk Grove,38°25′N 121°23′W / 38.41°N 121.38°W,July,67,68,72,78.23945151,79,3,80.7,mothbeans
California,Ontario,34°02′N 117°36′W / 34.04°N 117.60°W,July,73,81,83,53.83146865,67,5,112.1,orange
Oregon,Salem,44°55′N 123°01′W / 44.92°N 123.02°W,July,93,71,62,45.64086587,74,7,128.7,kidneybeans
North Carolina,Cary,35°47′N 78°49′W / 35.78°N 78.82°W,July,67,57,63,52.24097369,78,4,125.5,jute
California,Santa Rosa,38°27′N 122°43′W / 38.45°N 122.71°W,July,86,71,58,62.80951415,79,4,128.3,lentil
California,Rancho Cucamonga,34°07′N 117°34′W / 34.12°N 117.56°W,July,72,41,77,71.51882638,66,5,86.6,mango
Oregon,Eugene,44°04′N 123°07′W / 44.06°N 123.12°W,July,90,50,61,78.85262356,81,3,102.7,mungbean
California,Oceanside,33°13′N 117°19′W / 33.22°N 117.31°W,July,90,47,66,62.11861665,77,5,51.1,cotton
Tennessee,Clarksville,36°34′N 87°21′W / 36.57°N 87.35°W,July,86,70,78,59.87811778,71,7,129.1,papaya
California,Garden Grove,33°47′N 117°58′W / 33.78°N 117.96°W,July,89,72,76,73.08905014,75,5,42.4,pigeonpeas
California,Lancaster,34°41′N 118°11′W / 34.69°N 118.18°W,July,73,84,60,52.13466361,66,6,121.6,pigeonpeas
Missouri,Springfield,37°11′N 93°17′W / 37.19°N 93.29°W,July,90,47,50,61.33196218,75,7,109.8,apple
Florida,Pembroke Pines,26°01′N 80°20′W / 26.01°N 80.34°W,July,83,77,59,57.14450398,74,3,106.3,cotton
Colorado,Fort Collins,40°33′N 105°04′W / 40.55°N 105.06°W,July,87,57,79,78.23313886,70,4,73.8,kidneybeans
California,Palmdale,34°35′N 118°07′W / 34.59°N 118.11°W,July,65,71,56,57.15864407,73,3,75,mango
California,Salinas,36°41′N 121°38′W / 36.69°N 121.63°W,July,86,53,62,54.58340906,67,3,142.6,cotton
California,Hayward,37°38′N 122°06′W / 37.63°N 122.10°W,July,75,50,75,65.82735722,76,4,101.4,maize
California,Corona,33°52′N 117°34′W / 33.86°N 117.57°W,July,85,51,81,79.79742539,66,4,111.7,orange
New Jersey,Paterson,40°55′N 74°10′W / 40.91°N 74.16°W,July,70,64,71,56.38545511,65,6,108.9,rice
Tennessee,Murfreesboro,35°51′N 86°25′W / 35.85°N 86.42°W,July,72,54,81,46.21238611,85,3,137,cotton
Georgia,Macon,32°49′N 83°41′W / 32.81°N 83.69°W,July,73,84,57,48.07287677,76,3,100.5,kidneybeans
Colorado,Lakewood,39°42′N 105°07′W / 39.70°N 105.12°W,July,88,64,48,46.56972267,77,7,78.4,rice
Texas,Killeen,31°05′N 97°44′W / 31.08°N 97.73°W,July,87,40,60,57.9102743,75,4,58.8,orange
Massachusetts,Springfield,42°07′N 72°32′W / 42.12°N 72.54°W,July,77,74,56,78.45066525,78,7,71.3,kidneybeans
Virginia,Alexandria,38°49′N 77°05′W / 38.82°N 77.08°W,July,88,62,51,55.86348887,68,3,98.3,cotton
Kansas,Kansas City,39°07′N 94°44′W / 39.12°N 94.74°W,July,71,84,77,56.36862441,80,4,98.7,grapes
California,Sunnyvale,37°23′N 122°02′W / 37.39°N 122.03°W,July,88,43,79,71.15758845,65,5,119.1,papaya
Florida,Hollywood,26°02′N 80°10′W / 26.03°N 80.16°W,July,76,77,56,60.34748471,84,7,59.7,jute
California,Roseville,38°46′N 121°19′W / 38.77°N 121.32°W,July,73,42,56,49.87875255,82,6,65.1,banana
South Carolina,Charleston,32°50′N 79°58′W / 32.83°N 79.97°W,July,76,42,43,73.81557874,65,7,95.9,pigeonpeas
California,Escondido,33°08′N 117°04′W / 33.13°N 117.07°W,July,78,61,59,51.61651468,80,6,94.4,maize
Illinois,Joliet,41°31′N 88°09′W / 41.52°N 88.15°W,July,83,79,73,45.99414857,73,8,53.1,orange
Mississippi,Jackson,32°19′N 90°13′W / 32.32°N 90.21°W,July,92,57,84,78.68048563,83,3,58.1,rice
Washington,Bellevue,47°36′N 122°10′W / 47.60°N 122.16°W,July,74,53,66,69.29176006,84,6,67.2,chickpea
Arizona,Surprise,33°40′N 112°27′W / 33.67°N 112.45°W,July,77,85,70,72.26989708,70,6,65.5,grapes
Illinois,Naperville,41°45′N 88°10′W / 41.75°N 88.16°W,July,66,44,41,64.11472884,79,4,67.2,banana
Texas,Pasadena,29°39′N 95°09′W / 29.65°N 95.15°W,July,73,76,59,52.9060573,70,4,68.7,chickpea
California,Pomona,34°04′N 117°46′W / 34.06°N 117.76°W,July,87,57,64,51.73811366,79,5,44.5,maize
Connecticut,Bridgeport,41°11′N 73°12′W / 41.19°N 73.20°W,July,72,46,49,59.95606248,81,6,128.2,mango
Texas,Denton,33°13′N 97°08′W / 33.22°N 97.14°W,July,83,72,53,68.609427,69,6,53.1,jute
Illinois,Rockford,42°16′N 89°04′W / 42.26°N 89.06°W,July,93,56,60,70.70643996,74,6,125.5,muskmelon
Texas,Mesquite,32°46′N 96°35′W / 32.76°N 96.59°W,July,75,69,51,48.75707952,84,4,115.9,jute
Georgia,Savannah,32°00′N 81°09′W / 32.00°N 81.15°W,July,72,83,80,73.57834383,69,6,135.1,jute
New York,Syracuse,43°02′N 76°08′W / 43.04°N 76.14°W,July,90,82,42,75.47994546,75,4,48.7,papaya
Texas,McAllen,26°13′N 98°15′W / 26.22°N 98.25°W,July,72,43,76,65.76915423,69,3,74.8,chickpea
California,Torrance,33°50′N 118°22′W / 33.83°N 118.36°W,July,91,52,74,77.79917128,72,6,42.2,maize
Kansas,Olathe,38°53′N 94°49′W / 38.88°N 94.82°W,July,83,81,73,51.60566855,72,6,101.7,maize
California,Visalia,36°20′N 119°20′W / 36.33°N 119.33°W,July,72,59,57,72.09681583,82,5,84.5,papaya
Colorado,Thornton,39°55′N 104°56′W / 39.92°N 104.94°W,July,84,61,77,67.85198326,79,8,141.9,jute
California,Fullerton,33°53′N 117°56′W / 33.89°N 117.93°W,July,93,70,80,70.4815197,69,4,63.3,jute
Florida,Gainesville,29°41′N 82°21′W / 29.68°N 82.35°W,July,90,41,57,75.46762797,78,3,146.1,mothbeans
Texas,Waco,31°34′N 97°11′W / 31.56°N 97.19°W,July,68,41,41,54.58980226,81,6,126.4,watermelon
Utah,West Valley City,40°41′N 112°01′W / 40.69°N 112.01°W,July,86,46,77,68.89912115,66,7,65.3,pomegranate
Michigan,Warren,42°29′N 83°02′W / 42.49°N 83.03°W,July,67,45,77,58.82483624,76,4,78.9,blackgram
New Jersey,Lakewood,40°05′N 74°12′W / 40.08°N 74.20°W,July,79,84,80,47.97424559,85,3,53.2,papaya
Virginia,Hampton,37°03′N 76°18′W / 37.05°N 76.30°W,July,69,55,61,62.46092516,70,5,125.5,mothbeans
